Data;Hora;Latitude;Longitude;GoogleMaps;Satelites;Velocidade_kmh;Status
23/05/2026;20:15:39;SEM_FIX;SEM_FIX;SEM_FIX;0;0;NO
23/05/2026;20:15:44;SEM_FIX;SEM_FIX;SEM_FIX;0;0;NO
23/05/2026;20:15:49;SEM_FIX;SEM_FIX;SEM_FIX;0;0;NO
23/05/2026;20:15:54;SEM_FIX;SEM_FIX;SEM_FIX;0;0;NO
23/05/2026;20:15:59;SEM_FIX;SEM_FIX;SEM_FIX;0;0;NO
23/05/2026;20:16:04;SEM_FIX;SEM_FIX;SEM_FIX;0;0;NO
23/05/2026;20:16:09;SEM_FIX;SEM_FIX;SEM_FIX;0;0;NO
23/05/2026;20:16:14;SEM_FIX;SEM_FIX;SEM_FIX;0;0;NO
23/05/2026;20:16:19;SEM_FIX;SEM_FIX;SEM_FIX;0;0;NO
23/05/2026;20:16:24;SEM_FIX;SEM_FIX;SEM_FIX;0;0;NO
23/05/2026;20:16:29;SEM_FIX;SEM_FIX;SEM_FIX;0;0;NO
23/05/2026;20:16:34;SEM_FIX;SEM_FIX;SEM_FIX;0;0;NO
23/05/2026;20:16:39;SEM_FIX;SEM_FIX;SEM_FIX;0;0;NO
23/05/2026;20:16:44;SEM_FIX;SEM_FIX;SEM_FIX;0;0;NO
23/05/2026;20:16:49;SEM_FIX;SEM_FIX;SEM_FIX;0;0;NO
23/05/2026;20:16:54;SEM_FIX;SEM_FIX;SEM_FIX;0;0;NO
23/05/2026;20:16:59;SEM_FIX;SEM_FIX;SEM_FIX;0;0;NO
23/05/2026;20:17:04;SEM_FIX;SEM_FIX;SEM_FIX;0;0;NO
23/05/2026;20:17:09;SEM_FIX;SEM_FIX;SEM_FIX;0;0;NO
23/05/2026;20:17:14;SEM_FIX;SEM_FIX;SEM_FIX;0;0;NO
23/05/2026;20:17:19;-23.666965;-46.562862;https://maps.google.com/?q=-23.666965,-46.562862;5;0;OK
23/05/2026;20:17:24;-23.666917;-46.562843;https://maps.google.com/?q=-23.666917,-46.562843;5;5;OK
23/05/2026;20:17:29;-23.666839;-46.562801;https://maps.google.com/?q=-23.666839,-46.562801;4;3;OK
23/05/2026;20:17:34;-23.666614;-46.562786;https://maps.google.com/?q=-23.666614,-46.562786;4;5;OK
23/05/2026;20:17:39;-23.666564;-46.562732;https://maps.google.com/?q=-23.666564,-46.562732;4;1;OK
23/05/2026;20:17:44;-23.666542;-46.562709;https://maps.google.com/?q=-23.666542,-46.562709;3;0;OK
23/05/2026;20:17:49;-23.666524;-46.562686;https://maps.google.com/?q=-23.666524,-46.562686;4;0;OK
23/05/2026;20:17:54;-23.666456;-46.562625;https://maps.google.com/?q=-23.666456,-46.562625;5;2;OK
23/05/2026;20:17:59;-23.666473;-46.562648;https://maps.google.com/?q=-23.666473,-46.562648;5;1;OK
23/05/2026;20:18:04;-23.666465;-46.562629;https://maps.google.com/?q=-23.666465,-46.562629;4;1;OK
23/05/2026;20:18:09;-23.666479;-46.562660;https://maps.google.com/?q=-23.666479,-46.562660;5;0;OK
23/05/2026;20:18:14;-23.666490;-46.562667;https://maps.google.com/?q=-23.666490,-46.562667;5;2;OK
23/05/2026;20:18:19;-23.666488;-46.562671;https://maps.google.com/?q=-23.666488,-46.562671;5;2;OK
23/05/2026;20:18:24;-23.666484;-46.562641;https://maps.google.com/?q=-23.666484,-46.562641;4;0;OK
23/05/2026;20:18:29;-23.666498;-46.562656;https://maps.google.com/?q=-23.666498,-46.562656;5;1;OK
23/05/2026;20:18:34;-23.666545;-46.562637;https://maps.google.com/?q=-23.666545,-46.562637;5;1;OK
23/05/2026;20:18:39;-23.666568;-46.562606;https://maps.google.com/?q=-23.666568,-46.562606;5;2;OK
23/05/2026;20:18:44;-23.666610;-46.562618;https://maps.google.com/?q=-23.666610,-46.562618;5;3;OK
23/05/2026;20:18:49;-23.666677;-46.562683;https://maps.google.com/?q=-23.666677,-46.562683;4;1;OK
23/05/2026;20:18:54;-23.666702;-46.562831;https://maps.google.com/?q=-23.666702,-46.562831;3;5;OK
23/05/2026;20:18:59;-23.666795;-46.563083;https://maps.google.com/?q=-23.666795,-46.563083;5;7;OK
23/05/2026;20:19:04;-23.666889;-46.563236;https://maps.google.com/?q=-23.666889,-46.563236;4;4;OK
23/05/2026;20:19:09;-23.666927;-46.563438;https://maps.google.com/?q=-23.666927,-46.563438;4;4;OK
23/05/2026;20:19:14;-23.666986;-46.563598;https://maps.google.com/?q=-23.666986,-46.563598;4;2;OK
23/05/2026;20:19:19;-23.667026;-46.563602;https://maps.google.com/?q=-23.667026,-46.563602;4;3;OK
23/05/2026;20:19:24;-23.667060;-46.563491;https://maps.google.com/?q=-23.667060,-46.563491;4;5;OK
23/05/2026;20:19:29;-23.667217;-46.563274;https://maps.google.com/?q=-23.667217,-46.563274;4;11;OK
23/05/2026;20:19:34;-23.667314;-46.563232;https://maps.google.com/?q=-23.667314,-46.563232;0;12;OK
23/05/2026;20:19:39;-23.667314;-46.563232;https://maps.google.com/?q=-23.667314,-46.563232;0;12;OK
23/05/2026;20:19:44;-23.667314;-46.563232;https://maps.google.com/?q=-23.667314,-46.563232;3;12;OK
23/05/2026;20:19:49;-23.665597;-46.566131;https://maps.google.com/?q=-23.665597,-46.566131;4;9;OK
23/05/2026;20:19:54;-23.665676;-46.566001;https://maps.google.com/?q=-23.665676,-46.566001;4;10;OK
23/05/2026;20:19:59;-23.665737;-46.565685;https://maps.google.com/?q=-23.665737,-46.565685;4;18;OK
23/05/2026;20:20:04;-23.665899;-46.564956;https://maps.google.com/?q=-23.665899,-46.564956;4;13;OK
23/05/2026;20:20:09;-23.666103;-46.564231;https://maps.google.com/?q=-23.666103,-46.564231;4;16;OK
23/05/2026;20:20:14;-23.666244;-46.563808;https://maps.google.com/?q=-23.666244,-46.563808;4;18;OK
23/05/2026;20:20:19;-23.666465;-46.563495;https://maps.google.com/?q=-23.666465,-46.563495;4;20;OK
23/05/2026;20:20:24;-23.666662;-46.562904;https://maps.google.com/?q=-23.666662,-46.562904;3;30;OK
23/05/2026;20:20:29;-23.666488;-46.563076;https://maps.google.com/?q=-23.666488,-46.563076;4;5;OK
23/05/2026;20:20:34;-23.666582;-46.562973;https://maps.google.com/?q=-23.666582,-46.562973;5;1;OK
23/05/2026;20:20:39;-23.667236;-46.561492;https://maps.google.com/?q=-23.667236,-46.561492;3;2;OK
23/05/2026;20:20:44;-23.667304;-46.561363;https://maps.google.com/?q=-23.667304,-46.561363;3;1;OK
23/05/2026;20:20:49;-23.666986;-46.562103;https://maps.google.com/?q=-23.666986,-46.562103;4;14;OK
23/05/2026;20:20:54;-23.666963;-46.562393;https://maps.google.com/?q=-23.666963,-46.562393;4;17;OK
23/05/2026;20:20:59;-23.666992;-46.562213;https://maps.google.com/?q=-23.666992,-46.562213;3;11;OK
23/05/2026;20:21:04;-23.667016;-46.562076;https://maps.google.com/?q=-23.667016,-46.562076;3;10;OK
23/05/2026;20:21:09;-23.667043;-46.562103;https://maps.google.com/?q=-23.667043,-46.562103;3;3;OK
23/05/2026;20:21:14;-23.666923;-46.562229;https://maps.google.com/?q=-23.666923,-46.562229;4;7;OK
23/05/2026;20:21:20;-23.666980;-46.562038;https://maps.google.com/?q=-23.666980,-46.562038;4;11;OK
23/05/2026;20:21:25;-23.666990;-46.562046;https://maps.google.com/?q=-23.666990,-46.562046;0;6;OK
23/05/2026;20:21:30;-23.666990;-46.562046;https://maps.google.com/?q=-23.666990,-46.562046;3;6;OK
23/05/2026;20:21:35;-23.666677;-46.562191;https://maps.google.com/?q=-23.666677,-46.562191;4;13;OK
23/05/2026;20:21:40;-23.666481;-46.562450;https://maps.google.com/?q=-23.666481,-46.562450;4;13;OK
23/05/2026;20:21:45;-23.666473;-46.562404;https://maps.google.com/?q=-23.666473,-46.562404;4;19;OK
23/05/2026;20:21:50;-23.666511;-46.562248;https://maps.google.com/?q=-23.666511,-46.562248;4;22;OK
23/05/2026;20:21:55;-23.666517;-46.562339;https://maps.google.com/?q=-23.666517,-46.562339;5;11;OK
23/05/2026;20:22:00;-23.666545;-46.562427;https://maps.google.com/?q=-23.666545,-46.562427;0;10;OK
23/05/2026;20:22:05;-23.666660;-46.562370;https://maps.google.com/?q=-23.666660,-46.562370;5;6;OK
23/05/2026;20:22:10;-23.666727;-46.562393;https://maps.google.com/?q=-23.666727,-46.562393;5;2;OK
23/05/2026;20:22:15;-23.666748;-46.562438;https://maps.google.com/?q=-23.666748,-46.562438;5;2;OK
23/05/2026;20:22:20;-23.666744;-46.562458;https://maps.google.com/?q=-23.666744,-46.562458;5;1;OK
23/05/2026;20:22:25;-23.666723;-46.562442;https://maps.google.com/?q=-23.666723,-46.562442;5;2;OK
23/05/2026;20:22:30;-23.666706;-46.562446;https://maps.google.com/?q=-23.666706,-46.562446;5;3;OK
23/05/2026;20:22:35;-23.666706;-46.562511;https://maps.google.com/?q=-23.666706,-46.562511;6;4;OK
23/05/2026;20:22:40;-23.666704;-46.562580;https://maps.google.com/?q=-23.666704,-46.562580;5;3;OK
23/05/2026;20:22:45;-23.666677;-46.562618;https://maps.google.com/?q=-23.666677,-46.562618;5;2;OK
23/05/2026;20:22:50;-23.666667;-46.562633;https://maps.google.com/?q=-23.666667,-46.562633;5;1;OK
23/05/2026;20:22:55;-23.666666;-46.562671;https://maps.google.com/?q=-23.666666,-46.562671;5;2;OK
23/05/2026;20:23:00;-23.666641;-46.562664;https://maps.google.com/?q=-23.666641,-46.562664;5;0;OK
23/05/2026;20:23:05;-23.666639;-46.562675;https://maps.google.com/?q=-23.666639,-46.562675;5;2;OK
23/05/2026;20:23:10;-23.666624;-46.562694;https://maps.google.com/?q=-23.666624,-46.562694;5;1;OK
23/05/2026;20:23:15;-23.666547;-46.562694;https://maps.google.com/?q=-23.666547,-46.562694;5;2;OK
23/05/2026;20:23:20;-23.666526;-46.562656;https://maps.google.com/?q=-23.666526,-46.562656;6;2;OK
23/05/2026;20:23:25;-23.666481;-46.562599;https://maps.google.com/?q=-23.666481,-46.562599;5;3;OK
23/05/2026;20:23:30;-23.666481;-46.562618;https://maps.google.com/?q=-23.666481,-46.562618;4;1;OK
23/05/2026;20:23:35;-23.666492;-46.562614;https://maps.google.com/?q=-23.666492,-46.562614;4;2;OK
23/05/2026;20:23:40;-23.666503;-46.562553;https://maps.google.com/?q=-23.666503,-46.562553;6;4;OK
23/05/2026;20:23:45;-23.666519;-46.562568;https://maps.google.com/?q=-23.666519,-46.562568;0;2;OK
23/05/2026;20:23:50;-23.666471;-46.562606;https://maps.google.com/?q=-23.666471,-46.562606;4;3;OK
23/05/2026;20:23:55;-23.666410;-46.562629;https://maps.google.com/?q=-23.666410,-46.562629;5;3;OK
23/05/2026;20:24:00;-23.666416;-46.562641;https://maps.google.com/?q=-23.666416,-46.562641;6;2;OK
23/05/2026;20:24:05;-23.666446;-46.562595;https://maps.google.com/?q=-23.666446,-46.562595;6;1;OK
23/05/2026;20:24:10;-23.666465;-46.562587;https://maps.google.com/?q=-23.666465,-46.562587;6;2;OK
23/05/2026;20:24:15;-23.666477;-46.562530;https://maps.google.com/?q=-23.666477,-46.562530;5;2;OK
23/05/2026;20:24:20;-23.666532;-46.562500;https://maps.google.com/?q=-23.666532,-46.562500;6;4;OK
23/05/2026;20:24:25;-23.666580;-46.562461;https://maps.google.com/?q=-23.666580,-46.562461;5;4;OK
23/05/2026;20:24:30;-23.666614;-46.562488;https://maps.google.com/?q=-23.666614,-46.562488;6;1;OK
23/05/2026;20:24:35;-23.666646;-46.562522;https://maps.google.com/?q=-23.666646,-46.562522;6;1;OK
23/05/2026;20:24:40;-23.666709;-46.562568;https://maps.google.com/?q=-23.666709,-46.562568;5;3;OK
23/05/2026;20:24:45;-23.666751;-46.562595;https://maps.google.com/?q=-23.666751,-46.562595;6;3;OK
23/05/2026;20:24:50;-23.666915;-46.562515;https://maps.google.com/?q=-23.666915,-46.562515;5;10;OK
23/05/2026;20:24:55;-23.666948;-46.562480;https://maps.google.com/?q=-23.666948,-46.562480;4;6;OK
23/05/2026;20:25:00;-23.666946;-46.562438;https://maps.google.com/?q=-23.666946,-46.562438;0;4;OK
23/05/2026;20:25:05;-23.666866;-46.562568;https://maps.google.com/?q=-23.666866,-46.562568;3;4;OK
23/05/2026;20:25:10;-23.666793;-46.562595;https://maps.google.com/?q=-23.666793,-46.562595;5;3;OK
23/05/2026;20:25:15;-23.666835;-46.562572;https://maps.google.com/?q=-23.666835,-46.562572;6;0;OK
23/05/2026;20:25:20;-23.666860;-46.562770;https://maps.google.com/?q=-23.666860,-46.562770;4;5;OK
23/05/2026;20:25:25;-23.666843;-46.562759;https://maps.google.com/?q=-23.666843,-46.562759;4;5;OK
23/05/2026;20:25:30;-23.666753;-46.562641;https://maps.google.com/?q=-23.666753,-46.562641;5;4;OK
23/05/2026;20:25:35;-23.666728;-46.562572;https://maps.google.com/?q=-23.666728,-46.562572;5;3;OK
23/05/2026;20:25:40;-23.666732;-46.562400;https://maps.google.com/?q=-23.666732,-46.562400;4;8;OK
23/05/2026;20:25:45;-23.666788;-46.562236;https://maps.google.com/?q=-23.666788,-46.562236;5;11;OK
23/05/2026;20:25:50;-23.666784;-46.562263;https://maps.google.com/?q=-23.666784,-46.562263;6;6;OK
23/05/2026;20:25:55;-23.666709;-46.562343;https://maps.google.com/?q=-23.666709,-46.562343;5;4;OK
23/05/2026;20:26:00;-23.666658;-46.562446;https://maps.google.com/?q=-23.666658,-46.562446;6;3;OK
23/05/2026;20:26:05;-23.666646;-46.562465;https://maps.google.com/?q=-23.666646,-46.562465;6;1;OK
23/05/2026;20:26:10;-23.666645;-46.562469;https://maps.google.com/?q=-23.666645,-46.562469;6;1;OK
23/05/2026;20:26:15;-23.666637;-46.562377;https://maps.google.com/?q=-23.666637,-46.562377;6;4;OK
23/05/2026;20:26:20;-23.666597;-46.562404;https://maps.google.com/?q=-23.666597,-46.562404;5;2;OK
23/05/2026;20:26:25;-23.666564;-46.562564;https://maps.google.com/?q=-23.666564,-46.562564;5;10;OK
23/05/2026;20:26:30;-23.666549;-46.562618;https://maps.google.com/?q=-23.666549,-46.562618;0;11;OK
23/05/2026;20:26:35;-23.666549;-46.562618;https://maps.google.com/?q=-23.666549,-46.562618;0;11;OK
23/05/2026;20:26:40;-23.666549;-46.562618;https://maps.google.com/?q=-23.666549,-46.562618;0;11;OK
23/05/2026;20:26:45;-23.666549;-46.562618;https://maps.google.com/?q=-23.666549,-46.562618;0;11;OK
23/05/2026;20:26:50;-23.666549;-46.562618;https://maps.google.com/?q=-23.666549,-46.562618;0;11;OK
23/05/2026;20:26:55;-23.666549;-46.562618;https://maps.google.com/?q=-23.666549,-46.562618;0;11;OK
23/05/2026;20:27:00;-23.666549;-46.562618;https://maps.google.com/?q=-23.666549,-46.562618;0;11;OK
23/05/2026;20:27:05;-23.666549;-46.562618;https://maps.google.com/?q=-23.666549,-46.562618;0;11;OK
23/05/2026;20:27:10;-23.666549;-46.562618;https://maps.google.com/?q=-23.666549,-46.562618;0;11;OK
23/05/2026;20:27:15;-23.666549;-46.562618;https://maps.google.com/?q=-23.666549,-46.562618;0;11;OK
23/05/2026;20:27:20;-23.666549;-46.562618;https://maps.google.com/?q=-23.666549,-46.562618;0;11;OK
23/05/2026;20:27:25;-23.666549;-46.562618;https://maps.google.com/?q=-23.666549,-46.562618;0;11;OK
23/05/2026;20:27:30;-23.666246;-46.563007;https://maps.google.com/?q=-23.666246,-46.563007;5;8;OK
23/05/2026;20:27:35;-23.666206;-46.562702;https://maps.google.com/?q=-23.666206,-46.562702;5;0;OK
23/05/2026;20:27:40;-23.666173;-46.562393;https://maps.google.com/?q=-23.666173,-46.562393;4;1;OK
23/05/2026;20:27:45;-23.666172;-46.562442;https://maps.google.com/?q=-23.666172,-46.562442;5;0;OK
23/05/2026;20:27:50;-23.666145;-46.562374;https://maps.google.com/?q=-23.666145,-46.562374;4;1;OK
23/05/2026;20:27:55;-23.666130;-46.562335;https://maps.google.com/?q=-23.666130,-46.562335;4;0;OK
23/05/2026;20:28:00;-23.666128;-46.562358;https://maps.google.com/?q=-23.666128,-46.562358;6;0;OK
23/05/2026;20:28:05;-23.666124;-46.562362;https://maps.google.com/?q=-23.666124,-46.562362;6;0;OK
23/05/2026;20:28:10;-23.666126;-46.562366;https://maps.google.com/?q=-23.666126,-46.562366;6;1;OK
23/05/2026;20:28:15;-23.666131;-46.562297;https://maps.google.com/?q=-23.666131,-46.562297;5;1;OK
23/05/2026;20:28:20;-23.666145;-46.562255;https://maps.google.com/?q=-23.666145,-46.562255;4;1;OK
23/05/2026;20:28:25;-23.666168;-46.562252;https://maps.google.com/?q=-23.666168,-46.562252;5;1;OK
23/05/2026;20:28:30;-23.666177;-46.562263;https://maps.google.com/?q=-23.666177,-46.562263;3;1;OK
23/05/2026;20:28:35;-23.666189;-46.562282;https://maps.google.com/?q=-23.666189,-46.562282;4;0;OK
23/05/2026;20:28:40;-23.666202;-46.562305;https://maps.google.com/?q=-23.666202,-46.562305;4;1;OK
23/05/2026;20:28:45;-23.666194;-46.562339;https://maps.google.com/?q=-23.666194,-46.562339;3;2;OK
23/05/2026;20:28:50;-23.666193;-46.562267;https://maps.google.com/?q=-23.666193,-46.562267;4;1;OK
23/05/2026;20:28:55;-23.666200;-46.562248;https://maps.google.com/?q=-23.666200,-46.562248;5;1;OK
23/05/2026;20:29:00;-23.666173;-46.562282;https://maps.google.com/?q=-23.666173,-46.562282;4;3;OK
23/05/2026;20:29:05;-23.666179;-46.562297;https://maps.google.com/?q=-23.666179,-46.562297;4;2;OK
23/05/2026;20:29:10;-23.666181;-46.562309;https://maps.google.com/?q=-23.666181,-46.562309;4;1;OK
23/05/2026;20:29:15;-23.666172;-46.562267;https://maps.google.com/?q=-23.666172,-46.562267;5;1;OK
23/05/2026;20:29:20;-23.666160;-46.562217;https://maps.google.com/?q=-23.666160,-46.562217;5;1;OK
23/05/2026;20:29:25;-23.666162;-46.562183;https://maps.google.com/?q=-23.666162,-46.562183;4;1;OK
23/05/2026;20:29:30;-23.666166;-46.562160;https://maps.google.com/?q=-23.666166,-46.562160;4;2;OK
23/05/2026;20:29:35;-23.666160;-46.562206;https://maps.google.com/?q=-23.666160,-46.562206;4;1;OK
23/05/2026;20:29:40;-23.666147;-46.562248;https://maps.google.com/?q=-23.666147,-46.562248;5;0;OK
23/05/2026;20:29:45;-23.666131;-46.562252;https://maps.google.com/?q=-23.666131,-46.562252;6;1;OK
23/05/2026;20:29:50;-23.666120;-46.562156;https://maps.google.com/?q=-23.666120,-46.562156;6;0;OK
23/05/2026;20:29:55;-23.666122;-46.562164;https://maps.google.com/?q=-23.666122,-46.562164;6;0;OK
23/05/2026;20:30:00;-23.666112;-46.562107;https://maps.google.com/?q=-23.666112,-46.562107;6;3;OK
23/05/2026;20:30:05;-23.666112;-46.562095;https://maps.google.com/?q=-23.666112,-46.562095;6;1;OK
23/05/2026;20:30:10;-23.666107;-46.562099;https://maps.google.com/?q=-23.666107,-46.562099;5;1;OK
23/05/2026;20:30:15;-23.666110;-46.562099;https://maps.google.com/?q=-23.666110,-46.562099;5;0;OK
23/05/2026;20:30:20;-23.666109;-46.562080;https://maps.google.com/?q=-23.666109,-46.562080;5;2;OK
23/05/2026;20:30:25;-23.666101;-46.562122;https://maps.google.com/?q=-23.666101,-46.562122;6;1;OK
23/05/2026;20:30:30;-23.666099;-46.562179;https://maps.google.com/?q=-23.666099,-46.562179;5;2;OK
23/05/2026;20:30:35;-23.666130;-46.562183;https://maps.google.com/?q=-23.666130,-46.562183;4;2;OK
23/05/2026;20:30:40;-23.666147;-46.562187;https://maps.google.com/?q=-23.666147,-46.562187;4;1;OK
23/05/2026;20:30:45;-23.666189;-46.562252;https://maps.google.com/?q=-23.666189,-46.562252;6;3;OK
23/05/2026;20:30:50;-23.666189;-46.562206;https://maps.google.com/?q=-23.666189,-46.562206;6;1;OK
23/05/2026;20:30:55;-23.666145;-46.562179;https://maps.google.com/?q=-23.666145,-46.562179;4;1;OK
23/05/2026;20:31:00;-23.666139;-46.562179;https://maps.google.com/?q=-23.666139,-46.562179;4;0;OK
23/05/2026;20:31:05;-23.666135;-46.562183;https://maps.google.com/?q=-23.666135,-46.562183;4;0;OK
23/05/2026;20:31:10;-23.666099;-46.562267;https://maps.google.com/?q=-23.666099,-46.562267;7;2;OK
23/05/2026;20:31:15;-23.666063;-46.562278;https://maps.google.com/?q=-23.666063,-46.562278;4;1;OK
23/05/2026;20:31:20;-23.666090;-46.562297;https://maps.google.com/?q=-23.666090,-46.562297;4;0;OK
23/05/2026;20:31:25;-23.666122;-46.562366;https://maps.google.com/?q=-23.666122,-46.562366;6;1;OK
23/05/2026;20:31:30;-23.666130;-46.562366;https://maps.google.com/?q=-23.666130,-46.562366;5;0;OK
23/05/2026;20:31:35;-23.666183;-46.562339;https://maps.google.com/?q=-23.666183,-46.562339;3;2;OK
23/05/2026;20:31:40;-23.666219;-46.562328;https://maps.google.com/?q=-23.666219,-46.562328;5;3;OK
23/05/2026;20:31:45;-23.666246;-46.562320;https://maps.google.com/?q=-23.666246,-46.562320;4;3;OK
23/05/2026;20:31:50;-23.666252;-46.562244;https://maps.google.com/?q=-23.666252,-46.562244;0;5;OK
23/05/2026;20:31:55;-23.666229;-46.562076;https://maps.google.com/?q=-23.666229,-46.562076;5;1;OK
23/05/2026;20:32:00;-23.666282;-46.561882;https://maps.google.com/?q=-23.666282,-46.561882;5;4;OK
23/05/2026;20:32:05;-23.666265;-46.561878;https://maps.google.com/?q=-23.666265,-46.561878;0;1;OK
23/05/2026;20:32:10;-23.666271;-46.561920;https://maps.google.com/?q=-23.666271,-46.561920;4;1;OK
23/05/2026;20:32:15;-23.666284;-46.561935;https://maps.google.com/?q=-23.666284,-46.561935;5;1;OK
23/05/2026;20:32:20;-23.666305;-46.561946;https://maps.google.com/?q=-23.666305,-46.561946;5;2;OK
23/05/2026;20:32:25;-23.666307;-46.561965;https://maps.google.com/?q=-23.666307,-46.561965;5;2;OK
23/05/2026;20:32:30;-23.666347;-46.561988;https://maps.google.com/?q=-23.666347,-46.561988;5;3;OK
23/05/2026;20:32:35;-23.666328;-46.562034;https://maps.google.com/?q=-23.666328,-46.562034;6;1;OK
23/05/2026;20:32:40;-23.666311;-46.562084;https://maps.google.com/?q=-23.666311,-46.562084;5;1;OK
23/05/2026;20:32:45;-23.666320;-46.562099;https://maps.google.com/?q=-23.666320,-46.562099;5;1;OK
23/05/2026;20:32:50;-23.666307;-46.562168;https://maps.google.com/?q=-23.666307,-46.562168;5;0;OK
23/05/2026;20:32:55;-23.666280;-46.562309;https://maps.google.com/?q=-23.666280,-46.562309;6;2;OK
23/05/2026;20:33:00;-23.666255;-46.562408;https://maps.google.com/?q=-23.666255,-46.562408;6;2;OK
23/05/2026;20:33:05;-23.666204;-46.562446;https://maps.google.com/?q=-23.666204,-46.562446;6;2;OK
23/05/2026;20:33:10;-23.666202;-46.562458;https://maps.google.com/?q=-23.666202,-46.562458;6;3;OK
23/05/2026;20:33:15;-23.666177;-46.562461;https://maps.google.com/?q=-23.666177,-46.562461;4;2;OK
23/05/2026;20:33:20;-23.666151;-46.562465;https://maps.google.com/?q=-23.666151,-46.562465;5;2;OK
23/05/2026;20:33:25;-23.666122;-46.562465;https://maps.google.com/?q=-23.666122,-46.562465;4;3;OK
23/05/2026;20:33:30;-23.666110;-46.562477;https://maps.google.com/?q=-23.666110,-46.562477;5;2;OK
23/05/2026;20:33:35;-23.666114;-46.562496;https://maps.google.com/?q=-23.666114,-46.562496;5;1;OK
23/05/2026;20:33:40;-23.666133;-46.562484;https://maps.google.com/?q=-23.666133,-46.562484;4;2;OK
23/05/2026;20:33:45;-23.666135;-46.562488;https://maps.google.com/?q=-23.666135,-46.562488;4;0;OK
23/05/2026;20:33:50;-23.666116;-46.562500;https://maps.google.com/?q=-23.666116,-46.562500;4;0;OK
23/05/2026;20:33:55;-23.666078;-46.562496;https://maps.google.com/?q=-23.666078,-46.562496;5;1;OK
23/05/2026;20:34:00;-23.666078;-46.562385;https://maps.google.com/?q=-23.666078,-46.562385;5;3;OK
23/05/2026;20:34:05;-23.666074;-46.562351;https://maps.google.com/?q=-23.666074,-46.562351;4;2;OK
23/05/2026;20:34:10;-23.666074;-46.562309;https://maps.google.com/?q=-23.666074,-46.562309;5;2;OK
23/05/2026;20:34:15;-23.666044;-46.562213;https://maps.google.com/?q=-23.666044,-46.562213;5;2;OK
23/05/2026;20:34:20;-23.665983;-46.562149;https://maps.google.com/?q=-23.665983,-46.562149;5;1;OK
23/05/2026;20:34:25;-23.665958;-46.562118;https://maps.google.com/?q=-23.665958,-46.562118;5;1;OK
23/05/2026;20:34:30;-23.665939;-46.562099;https://maps.google.com/?q=-23.665939,-46.562099;5;3;OK
